modlist_label,mo2_instance,profile,mod_name,mod_priority,plugin_file,plugin_path,form_id,editor_id,full_name,full_name_source,armor_category,bod_template_type,keyword_category,armor_rating,value,weight,biped_slots,biped_slot_numbers,keyword_edids,keyword_form_ids,material_keywords,armor_slot_keywords,vendor_keywords,enchantment_form_id,template_form_id,male_world_model,female_world_model
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000844,_Dint_KS_Renata_WigHDT,[KS] Renata,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100084C,_Dint_KS_Somali_WigHDT,[KS] Somali,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100085E,_Dint_KS_BlackBullet_WigHDT,[KS] BlackBullet,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,KS Hairdo's\HDT_dint999\go\go.nif
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000862,_Dint_KS_Shepherd_WigHDT,[KS] Shepherd,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000866,_Dint_KS_Sunshine_WigHDT,[KS] Sunshine,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100086A,_Dint_KS_Venus_WigHDT,[KS] Venus,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000877,_Dint_KS_Sparks_WigHDT,[KS] Sparks,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000880,_Dint_KS_haircoolsims89_WigHDT,[SG] Haircoolsims89,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,SGhairs\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000884,_Dint_KS_Sky084_WigHDT,[KS] Sky084,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000888,_Dint_KS_Butterfly098_WigHDT,[KS] Butterfly098,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000893,_Dint_KS_Dawn_WigHDT,[KS] Dawn,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100089A,_Dint_KS_SailAway_WigHDT,[KS] SailAway,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100089F,_Dint_SGhairginko02WigHDT,[SG] Ginko02,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,SGhairs\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008A8,_Dint_KS_Kaysa_WigHDT,[KS] Kaysa,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008AF,_Dint_KS_BlossomStory_WigHDT,[KS] Blossom Story,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008B6,_Dint_KS_SirenForest_WigHDT,[KS] Siren Forest,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008BD,_Dint_KS_Steammist_WigHDT,[KS] Steammist,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008C4,_Dint_KS_Dreamgirl_WigHDT,[KS] Dreamgirl,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008CB,_Dint_KS_Anchor_WigHDT,[KS] Anchor,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008D2,_Dint_KS_Aquaria_WigHDT,[KS] Aquaria,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008DA,_Dint_KS_Mhysa_WigHDT,[KS] Mhysa,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008E1,_Dint_KS_Dracarys_WigHDT,[KS] Dracarys,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008E8,_Dint_KS_Cambrian_WigHDT,[KS] Cambrian,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008EF,_Dint_KS_Daydream_WigHDT,[KS] Daydream,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008F6,_Dint_KS_Clover_WigHDT,[KS] Clover,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x010008FD,_Dint_KS_Galactic_WigHDT,[KS] Galactic,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000904,_Dint_KS_Soundwave_WigHDT,[KS] Soundwave,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100090C,_Dint_KS_Temptress_WigHDT,[KS] Temptress,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100090E,_Dint_KS_Spectrum_WigHDT,[KS] Spectrum,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000919,_Dint_KS_Firenze_WigHDT,[KS] Firenze,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000920,_Dint_KS_Hourglass_WigHDT,[KS] Hourglass,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000927,_Dint_KS_Equanimity_WigHDT,[KS] Equanimity,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,KS Hairdo's\HDT_dint999\go\go.nif
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100092E,_Dint_KS_Gem_WigHDT,[KS] Gem,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000935,_Dint_KS_Veneris_WigHDT,[KS] Veneris,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x0100093C,_Dint_SGhairsidebraidsWigHDT,[SG] Sidebraids,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,SGhairs\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000944,_Dint_KS_Shieldmaiden_WigHDT,[KS] Shieldmaiden,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,HDT-SMP Racemenu Hairs and Wigs,1026,Xing SMP Hairs and Wigs - Dint999.esp,D:\Wabbajack\modlists\DoD\mods\HDT-SMP Racemenu Hairs and Wigs\Xing SMP Hairs and Wigs - Dint999.esp,0x01000948,_Dint_KS_Sky207_WigHDT,[KS] Sky207,plugin,Heavy,Light,Heavy,0.0,200,0.0,Hair; Long Hair,31; 41,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,KS Hairdo's\HDT_dint999\go\go.nif,
